query_protein,train_protein,similarity_score
protein_0172,protein_0167,0.1693548387096774
protein_0172,protein_0168,0.1774193548387097
protein_0172,protein_0169,0.3418803418803419
protein_0172,protein_0170,0.12605042016806722
protein_0172,protein_0171,0.16806722689075632
protein_0172,protein_0174,0.1452991452991453
protein_0172,protein_0175,0.1452991452991453
protein_0172,protein_0177,0.13675213675213677
protein_0172,protein_0178,0.319672131147541
protein_0172,protein_0179,0.32786885245901637
protein_0172,protein_0180,0.15671641791044777
protein_0172,protein_0182,0.1282051282051282
protein_0172,protein_0183,0.19672131147540983
protein_0172,protein_0184,0.13934426229508196
protein_0172,protein_0185,0.13333333333333333
protein_0172,protein_0186,0.19008264462809918
protein_0172,protein_0187,0.15384615384615385
protein_0172,protein_0188,0.1322314049586777
protein_0172,protein_0189,0.15966386554621848
protein_0172,protein_0190,0.16666666666666666
protein_0172,protein_0191,0.11764705882352941
protein_0172,protein_0192,0.15
protein_0172,protein_0193,0.125
protein_0172,protein_0194,0.1328125
protein_0172,protein_0195,0.14166666666666666
protein_0172,protein_0196,0.15126050420168066
protein_0172,protein_0197,0.12396694214876033
protein_0172,protein_0198,0.12605042016806722
protein_0172,protein_0199,0.16312056737588654
protein_0172,protein_0200,0.10833333333333334
protein_0172,protein_0201,0.13385826771653545
protein_0172,protein_0202,0.17054263565891473
protein_0172,protein_0203,0.42735042735042733
protein_0172,protein_0204,0.13333333333333333
protein_0172,protein_0205,0.15639810426540285
protein_0172,protein_0206,0.15267175572519084
protein_0172,protein_0207,0.4700854700854701
protein_0172,protein_0208,0.15079365079365079
protein_0172,protein_0209,0.08547008547008547
protein_0172,protein_0210,0.17094017094017094
protein_0172,protein_0211,0.1590909090909091
protein_0172,protein_0212,0.13675213675213677
protein_0172,protein_0213,0.15126050420168066
protein_0172,protein_0214,0.17094017094017094
protein_0172,protein_0215,0.1111111111111111
protein_0172,protein_0216,0.13636363636363635
protein_0172,protein_0217,0.09322033898305085
protein_0172,protein_0218,0.16312056737588654
protein_0172,protein_0219,0.31092436974789917
protein_0172,protein_0220,0.096
protein_0172,protein_0221,0.11965811965811966
protein_0172,protein_0222,0.13821138211382114
protein_0172,protein_0224,0.1282051282051282
protein_0172,protein_0225,0.08547008547008547
protein_0172,protein_0226,0.15503875968992248
protein_0172,protein_0228,0.13385826771653545
protein_0172,protein_0229,0.1694915254237288
protein_0172,protein_0230,0.128
protein_0172,protein_0231,0.09523809523809523
protein_0172,protein_0232,0.1694915254237288
protein_0172,protein_0233,0.13157894736842105
protein_0172,protein_0234,0.1889763779527559
protein_0172,protein_0235,0.1440677966101695
protein_0172,protein_0236,0.11764705882352941
protein_0172,protein_0237,0.11764705882352941
protein_0172,protein_0238,0.18055555555555555
protein_0172,protein_0239,0.13740458015267176
protein_0172,protein_0240,0.15625
protein_0172,protein_0241,0.14754098360655737
protein_0172,protein_0242,0.1282051282051282
protein_0172,protein_0243,0.1532258064516129
protein_0172,protein_0244,0.13934426229508196
protein_0172,protein_0245,0.17518248175182483
protein_0172,protein_0247,0.17355371900826447
protein_0172,protein_0248,0.16666666666666666
protein_0172,protein_0249,0.15384615384615385
protein_0172,protein_0250,0.13821138211382114
protein_0172,protein_0251,0.16666666666666666
protein_0172,protein_0252,0.15873015873015872
protein_0172,protein_0253,0.14189189189189189
protein_0172,protein_0254,0.13675213675213677
protein_0172,protein_0256,0.3644067796610169
protein_0172,protein_0257,0.3644067796610169
protein_0172,protein_0258,0.12403100775193798
protein_0172,protein_0259,0.15254237288135594
protein_0172,protein_0260,0.15254237288135594
protein_0172,protein_0261,0.16176470588235295
protein_0172,protein_0262,0.1597222222222222
protein_0172,protein_0263,0.15492957746478872
protein_0172,protein_0264,0.18032786885245902
protein_0172,protein_0265,0.18032786885245902
protein_0172,protein_0266,0.11965811965811966
protein_0172,protein_0267,0.15447154471544716
protein_0172,protein_0269,0.358974358974359
protein_0172,protein_0270,0.1452991452991453
protein_0172,protein_0271,0.16666666666666666
protein_0172,protein_0272,0.15822784810126583
protein_0172,protein_0273,0.1518987341772152
protein_0172,protein_0274,0.11029411764705882
protein_0172,protein_0275,0.144
protein_0172,protein_0276,0.11864406779661017
protein_0172,protein_0277,0.1092436974789916
protein_0172,protein_0278,0.140625
protein_0172,protein_0279,0.11764705882352941
protein_0172,protein_0280,0.13445378151260504
protein_0172,protein_0281,0.140625
protein_0172,protein_0282,0.1282051282051282
protein_0172,protein_0283,0.1222707423580786
protein_0172,protein_0284,0.15625
protein_0172,protein_0285,0.12605042016806722
protein_0172,protein_0286,0.15126050420168066
protein_0172,protein_0287,0.15
protein_0172,protein_0288,0.1271186440677966
protein_0172,protein_0290,0.17073170731707318
protein_0172,protein_0291,0.1794871794871795
protein_0172,protein_0292,0.1452991452991453
protein_0172,protein_0293,0.14393939393939395
protein_0172,protein_0295,0.15254237288135594
protein_0172,protein_0296,0.3629032258064516
protein_0172,protein_0297,0.13675213675213677
protein_0172,protein_0298,0.1452991452991453
protein_0172,protein_0299,0.1623931623931624
protein_0172,protein_0300,0.14634146341463414
protein_0172,protein_0301,0.14634146341463414
protein_0172,protein_0302,0.1336405529953917
protein_0172,protein_0303,0.08547008547008547
protein_0172,protein_0304,0.15126050420168066
protein_0172,protein_0305,0.15748031496062992
protein_0172,protein_0306,0.5
protein_0172,protein_0307,0.4322033898305085
protein_0172,protein_0308,0.25984251968503935
protein_0172,protein_0309,0.1557377049180328
protein_0172,protein_0310,0.19047619047619047
protein_0172,protein_0311,0.19491525423728814
protein_0172,protein_0312,0.16806722689075632
protein_0172,protein_0313,0.15833333333333333
protein_0172,protein_0314,0.17886178861788618
protein_0172,protein_0315,0.49572649572649574
protein_0172,protein_0316,0.1271186440677966
protein_0172,protein_0317,0.15151515151515152
protein_0172,protein_0318,0.15384615384615385
protein_0172,protein_0319,0.11764705882352941
protein_0172,protein_0322,0.13114754098360656
protein_0172,protein_0323,0.10483870967741936
protein_0172,protein_0324,0.152
protein_0172,protein_0325,0.16030534351145037
protein_0172,protein_0326,0.15702479338842976
protein_0172,protein_0327,0.1452991452991453
protein_0172,protein_0328,0.1693548387096774
protein_0172,protein_0329,0.1693548387096774
protein_0172,protein_0330,0.1271186440677966
protein_0172,protein_0331,0.16101694915254236
protein_0172,protein_0332,0.15126050420168066
protein_0172,protein_0333,0.13675213675213677
protein_0172,protein_0334,0.16393442622950818
protein_0172,protein_0335,0.1557377049180328
protein_0172,protein_0336,0.1282051282051282
protein_0172,protein_0337,0.14728682170542637
protein_0172,protein_0339,0.16666666666666666
protein_0172,protein_0340,0.17054263565891473
protein_0172,protein_0341,0.15625
protein_0172,protein_0342,0.15
protein_0172,protein_0343,0.15384615384615385
protein_0172,protein_0344,0.11864406779661017
protein_0172,protein_0345,0.16666666666666666
protein_0172,protein_0346,0.16666666666666666
protein_0172,protein_0347,0.1452991452991453
protein_0172,protein_0348,0.35537190082644626
protein_0172,protein_0349,0.145985401459854
protein_0172,protein_0350,0.125
protein_0172,protein_0351,0.14615384615384616
protein_0172,protein_0353,0.12213740458015267
protein_0172,protein_0354,0.1440677966101695
protein_0172,protein_0355,0.12403100775193798
protein_0172,protein_0356,0.15126050420168066
protein_0172,protein_0357,0.26229508196721313
protein_0172,protein_0358,0.11864406779661017
protein_0172,protein_0359,0.3416666666666667
protein_0172,protein_0360,0.1721311475409836
protein_0172,protein_0361,0.5641025641025641
protein_0172,protein_0362,0.11965811965811966
protein_0172,protein_0363,0.11965811965811966
protein_0172,protein_0364,0.11965811965811966
protein_0172,protein_0365,0.11016949152542373
protein_0172,protein_0366,0.11016949152542373
protein_0172,protein_0367,0.16129032258064516
protein_0172,protein_0368,0.08403361344537816
protein_0172,protein_0370,0.11864406779661017
protein_0172,protein_0371,0.125
protein_0172,protein_0372,0.12556053811659193
protein_0172,protein_0373,0.128
protein_0172,protein_0375,0.12396694214876033
protein_0172,protein_0376,0.1746031746031746
protein_0172,protein_0377,0.128
protein_0172,protein_0378,0.12213740458015267
protein_0172,protein_0379,0.10256410256410256
protein_0172,protein_0380,0.10256410256410256
protein_0172,protein_0383,0.1623931623931624
protein_0172,protein_0384,0.15966386554621848
protein_0172,protein_0385,0.18181818181818182
protein_0172,protein_0386,0.1484375
protein_0172,protein_0387,0.3983050847457627
protein_0172,protein_0389,0.10084033613445378
protein_0172,protein_0390,0.16153846153846155
protein_0172,protein_0391,0.13709677419354838
protein_0172,protein_0392,0.1721311475409836
protein_0172,protein_0393,0.1885245901639344
protein_0172,protein_0395,0.16101694915254236
protein_0172,protein_0396,0.248
protein_0172,protein_0397,0.1282051282051282
protein_0172,protein_0398,0.16083916083916083
protein_0172,protein_0399,0.11764705882352941
protein_0173,protein_0000,0.42528735632183906
protein_0173,protein_0001,0.11494252873563218
protein_0173,protein_0002,0.15555555555555556
protein_0173,protein_0003,0.3448275862068966
protein_0173,protein_0004,0.3448275862068966
protein_0173,protein_0006,0.3068181818181818
protein_0173,protein_0007,0.18181818181818182
protein_0173,protein_0008,0.19230769230769232
protein_0173,protein_0009,0.22988505747126436
protein_0173,protein_0010,0.3793103448275862
protein_0173,protein_0011,0.3448275862068966
protein_0173,protein_0012,0.35555555555555557
protein_0173,protein_0013,0.12643678160919541
protein_0173,protein_0014,0.1891891891891892
protein_0173,protein_0015,0.16363636363636364
protein_0173,protein_0016,0.1568627450980392
protein_0173,protein_0017,0.15503875968992248
protein_0173,protein_0018,0.34831460674157305
protein_0173,protein_0019,0.1724137931034483
protein_0173,protein_0020,0.42528735632183906
protein_0173,protein_0021,0.15789473684210525
protein_0173,protein_0023,0.13541666666666666
protein_0173,protein_0024,0.15151515151515152
protein_0173,protein_0026,0.13432835820895522
protein_0173,protein_0027,0.16666666666666666
protein_0173,protein_0028,0.08849557522123894
protein_0173,protein_0029,0.12643678160919541
protein_0173,protein_0032,0.3522727272727273
protein_0173,protein_0033,0.2988505747126437
protein_0173,protein_0034,0.3333333333333333
protein_0173,protein_0035,0.10204081632653061
protein_0173,protein_0036,0.13793103448275862
protein_0173,protein_0037,0.21839080459770116
protein_0173,protein_0038,0.21839080459770116
protein_0173,protein_0040,0.11494252873563218
protein_0173,protein_0041,0.3218390804597701
protein_0173,protein_0042,0.24719101123595505
protein_0173,protein_0043,0.26436781609195403
protein_0173,protein_0044,0.27586206896551724
protein_0173,protein_0047,0.3218390804597701
protein_0173,protein_0048,0.3103448275862069
protein_0173,protein_0049,0.3218390804597701
protein_0173,protein_0050,0.16666666666666666
protein_0173,protein_0051,0.15217391304347827
protein_0173,protein_0052,0.3103448275862069
protein_0173,protein_0053,0.42528735632183906
protein_0173,protein_0054,0.125
protein_0173,protein_0056,0.14423076923076922
protein_0173,protein_0057,0.18181818181818182
protein_0173,protein_0058,0.14942528735632185
protein_0173,protein_0059,0.26436781609195403
protein_0173,protein_0060,0.10679611650485436
protein_0173,protein_0061,0.2087912087912088
protein_0173,protein_0062,0.3333333333333333
protein_0173,protein_0063,0.10697674418604651
protein_0173,protein_0064,0.41379310344827586
protein_0173,protein_0065,0.18867924528301888
protein_0173,protein_0066,0.16346153846153846
protein_0173,protein_0067,0.367816091954023
protein_0173,protein_0068,0.26666666666666666
protein_0173,protein_0069,0.3103448275862069
protein_0173,protein_0071,0.3522727272727273
protein_0173,protein_0072,0.16304347826086957
protein_0173,protein_0074,0.16666666666666666
protein_0173,protein_0075,0.1875
protein_0173,protein_0077,0.42528735632183906
protein_0173,protein_0079,0.10476190476190476
protein_0173,protein_0080,0.3563218390804598
protein_0173,protein_0081,0.3218390804597701
protein_0173,protein_0083,0.3448275862068966
protein_0173,protein_0084,0.25287356321839083
protein_0173,protein_0085,0.14423076923076922
protein_0173,protein_0086,0.1282051282051282
protein_0173,protein_0087,0.16483516483516483
protein_0173,protein_0088,0.3333333333333333
protein_0173,protein_0089,0.13274336283185842
protein_0173,protein_0090,0.12605042016806722
protein_0173,protein_0091,0.16101694915254236
protein_0173,protein_0092,0.16101694915254236
protein_0173,protein_0093,0.3333333333333333
protein_0173,protein_0094,0.14655172413793102
protein_0173,protein_0095,0.15873015873015872
protein_0173,protein_0096,0.16666666666666666
protein_0173,protein_0097,0.3157894736842105
protein_0173,protein_0098,0.3563218390804598
protein_0173,protein_0099,0.14423076923076922
protein_0173,protein_0100,0.17708333333333334
protein_0173,protein_0102,0.3258426966292135
protein_0173,protein_0103,0.20689655172413793
protein_0173,protein_0104,0.11965811965811966
protein_0173,protein_0105,0.10227272727272728
protein_0173,protein_0106,0.17647058823529413
protein_0173,protein_0107,0.367816091954023
protein_0173,protein_0108,0.21839080459770116
protein_0173,protein_0109,0.1724137931034483
protein_0173,protein_0110,0.3218390804597701
protein_0173,protein_0111,0.2413793103448276
protein_0173,protein_0112,0.16037735849056603
protein_0173,protein_0113,0.3103448275862069
protein_0173,protein_0114,0.3258426966292135
protein_0173,protein_0115,0.3333333333333333
protein_0173,protein_0116,0.15517241379310345
protein_0173,protein_0117,0.15517241379310345
protein_0173,protein_0118,0.16091954022988506
protein_0173,protein_0119,0.1485148514851485
protein_0173,protein_0120,0.5632183908045977
protein_0173,protein_0121,0.5632183908045977
protein_0173,protein_0122,0.25287356321839083
protein_0173,protein_0123,0.1839080459770115
protein_0173,protein_0125,0.21428571428571427
protein_0173,protein_0126,0.22857142857142856
protein_0173,protein_0127,0.367816091954023
protein_0173,protein_0128,0.4827586206896552
protein_0173,protein_0129,0.21839080459770116
protein_0173,protein_0130,0.16666666666666666
protein_0173,protein_0131,0.13793103448275862
protein_0173,protein_0132,0.2
protein_0173,protein_0133,0.2
protein_0173,protein_0134,0.3448275862068966
protein_0173,protein_0135,0.367816091954023
protein_0173,protein_0136,0.1721311475409836
protein_0173,protein_0137,0.17886178861788618
protein_0173,protein_0138,0.17886178861788618
protein_0173,protein_0139,0.16091954022988506
protein_0173,protein_0141,0.25263157894736843
protein_0173,protein_0142,0.4090909090909091
protein_0173,protein_0143,0.3793103448275862
protein_0173,protein_0144,0.39080459770114945
protein_0173,protein_0145,0.16853932584269662
protein_0173,protein_0146,0.1724137931034483
protein_0173,protein_0147,0.3793103448275862
protein_0173,protein_0149,0.13793103448275862
protein_0173,protein_0150,0.3563218390804598
protein_0173,protein_0151,0.26881720430107525
protein_0173,protein_0153,0.2111111111111111
protein_0173,protein_0154,0.2159090909090909
protein_0173,protein_0155,0.15384615384615385
protein_0173,protein_0156,0.2
protein_0173,protein_0157,0.11235955056179775
protein_0173,protein_0158,0.14942528735632185
protein_0173,protein_0159,0.39080459770114945
protein_0173,protein_0160,0.4835164835164835
protein_0173,protein_0161,0.14285714285714285
protein_0173,protein_0162,0.45454545454545453
protein_0173,protein_0163,0.11607142857142858
protein_0173,protein_0164,0.449438202247191
protein_0173,protein_0165,0.1956521739130435
protein_0173,protein_0166,0.41379310344827586
protein_0173,protein_0167,0.09649122807017543
protein_0173,protein_0168,0.09649122807017543
protein_0173,protein_0169,0.14285714285714285
protein_0173,protein_0170,0.4942528735632184
protein_0173,protein_0171,0.26666666666666666
protein_0173,protein_0174,0.4942528735632184
protein_0173,protein_0175,0.4835164835164835
protein_0173,protein_0177,0.14942528735632185
protein_0173,protein_0178,0.13675213675213677
protein_0173,protein_0179,0.1452991452991453
protein_0173,protein_0180,0.2808988764044944
protein_0173,protein_0182,0.3793103448275862
protein_0173,protein_0183,0.17757009345794392
protein_0173,protein_0184,0.4482758620689655
protein_0173,protein_0185,0.19387755102040816
protein_0173,protein_0186,0.1504424778761062
protein_0173,protein_0187,0.5
protein_0173,protein_0188,0.17582417582417584
protein_0173,protein_0189,0.3218390804597701
protein_0173,protein_0190,0.38636363636363635
protein_0173,protein_0191,0.3218390804597701
protein_0173,protein_0192,0.47126436781609193
protein_0173,protein_0193,0.3793103448275862
protein_0173,protein_0194,0.25287356321839083
protein_0173,protein_0195,0.36363636363636365
protein_0173,protein_0196,0.367816091954023
protein_0173,protein_0197,0.3563218390804598
protein_0173,protein_0198,0.3218390804597701
protein_0173,protein_0199,0.2553191489361702
protein_0173,protein_0200,0.3218390804597701
protein_0173,protein_0201,0.12264150943396226
protein_0173,protein_0202,0.4367816091954023
protein_0173,protein_0203,0.136
protein_0173,protein_0204,0.17045454545454544
protein_0173,protein_0205,0.10138248847926268
protein_0173,protein_0206,0.3448275862068966
protein_0173,protein_0207,0.1532258064516129
protein_0173,protein_0208,0.1557377049180328
protein_0173,protein_0209,0.28735632183908044
protein_0173,protein_0210,0.3563218390804598
protein_0173,protein_0211,0.13861386138613863
protein_0173,protein_0212,0.13541666666666666
protein_0173,protein_0213,0.40229885057471265
protein_0173,protein_0214,0.1276595744680851
protein_0173,protein_0215,0.12
protein_0173,protein_0216,0.1326530612244898
protein_0173,protein_0217,0.17346938775510204
protein_0173,protein_0218,0.11627906976744186
protein_0173,protein_0219,0.17355371900826447
protein_0173,protein_0220,0.45555555555555555
protein_0173,protein_0221,0.14285714285714285
protein_0173,protein_0222,0.3448275862068966
protein_0173,protein_0224,0.12643678160919541
protein_0173,protein_0225,0.15217391304347827
protein_0173,protein_0226,0.12121212121212122
protein_0173,protein_0228,0.21428571428571427
protein_0173,protein_0229,0.14444444444444443
protein_0173,protein_0230,0.1797752808988764
protein_0173,protein_0231,0.4482758620689655
protein_0173,protein_0232,0.16666666666666666
protein_0173,protein_0233,0.1796875
protein_0173,protein_0234,0.2
protein_0173,protein_0235,0.17045454545454544
protein_0173,protein_0236,0.3103448275862069
protein_0173,protein_0237,0.3103448275862069
protein_0173,protein_0238,0.15151515151515152
protein_0173,protein_0239,0.4942528735632184
protein_0173,protein_0240,0.47126436781609193
protein_0173,protein_0241,0.4827586206896552
protein_0173,protein_0242,0.1724137931034483
protein_0173,protein_0243,0.5402298850574713
protein_0173,protein_0244,0.14942528735632185
protein_0173,protein_0245,0.15151515151515152
protein_0173,protein_0247,0.1875
protein_0173,protein_0248,0.4827586206896552
protein_0173,protein_0249,0.47126436781609193
protein_0173,protein_0250,0.19801980198019803
protein_0173,protein_0251,0.11827956989247312
protein_0173,protein_0252,0.16842105263157894
protein_0173,protein_0253,0.14912280701754385
protein_0173,protein_0254,0.14942528735632185
protein_0173,protein_0256,0.13934426229508196
protein_0173,protein_0257,0.13934426229508196
protein_0173,protein_0258,0.367816091954023
protein_0173,protein_0259,0.1590909090909091
protein_0173,protein_0260,0.1590909090909091
protein_0173,protein_0261,0.1717171717171717
protein_0173,protein_0262,0.12857142857142856
protein_0173,protein_0263,0.15441176470588236
protein_0173,protein_0264,0.3563218390804598
protein_0173,protein_0265,0.3563218390804598
protein_0173,protein_0266,0.1875
protein_0173,protein_0267,0.20689655172413793
protein_0173,protein_0269,0.14655172413793102
protein_0173,protein_0270,0.12643678160919541
protein_0173,protein_0271,0.17391304347826086
protein_0173,protein_0272,0.28735632183908044
protein_0173,protein_0273,0.2988505747126437
protein_0173,protein_0274,0.21348314606741572
protein_0173,protein_0275,0.1919191919191919
protein_0173,protein_0276,0.3793103448275862
protein_0173,protein_0277,0.13793103448275862
protein_0173,protein_0278,0.2111111111111111
protein_0173,protein_0279,0.3333333333333333
protein_0173,protein_0280,0.3218390804597701
protein_0173,protein_0281,0.1271186440677966
protein_0173,protein_0282,0.16304347826086957
protein_0173,protein_0283,0.0871559633027523
protein_0173,protein_0284,0.2413793103448276
protein_0173,protein_0285,0.3218390804597701
protein_0173,protein_0286,0.1702127659574468
protein_0173,protein_0287,0.19444444444444445
protein_0173,protein_0288,0.47126436781609193
protein_0173,protein_0290,0.12380952380952381
protein_0173,protein_0291,0.21839080459770116
protein_0173,protein_0292,0.18888888888888888
protein_0173,protein_0293,0.23655913978494625
protein_0173,protein_0295,0.1348314606741573
protein_0173,protein_0296,0.13076923076923078
protein_0173,protein_0297,0.14606741573033707
protein_0173,protein_0298,0.15555555555555556
protein_0173,protein_0299,0.1414141414141414
protein_0173,protein_0300,0.16326530612244897
protein_0173,protein_0301,0.16326530612244897
protein_0173,protein_0302,0.12442396313364056
protein_0173,protein_0303,0.17582417582417584
protein_0173,protein_0304,0.16091954022988506
protein_0173,protein_0305,0.1919191919191919
protein_0173,protein_0306,0.11666666666666667
protein_0173,protein_0307,0.13114754098360656
protein_0173,protein_0308,0.2
protein_0173,protein_0309,0.20833333333333334
protein_0173,protein_0310,0.1504424778761062
protein_0173,protein_0311,0.45555555555555555
protein_0173,protein_0312,0.42528735632183906
protein_0173,protein_0313,0.26136363636363635
protein_0173,protein_0314,0.15
protein_0173,protein_0315,0.15
protein_0173,protein_0316,0.14942528735632185
protein_0173,protein_0317,0.13592233009708737
protein_0173,protein_0318,0.13559322033898305
protein_0173,protein_0319,0.3218390804597701
protein_0173,protein_0322,0.3448275862068966
protein_0173,protein_0323,0.3218390804597701
protein_0173,protein_0324,0.17
protein_0173,protein_0325,0.12903225806451613
protein_0173,protein_0326,0.15217391304347827
protein_0173,protein_0327,0.3103448275862069
protein_0173,protein_0328,0.11504424778761062
protein_0173,protein_0329,0.11504424778761062
protein_0173,protein_0330,0.28735632183908044
protein_0173,protein_0331,0.14285714285714285
protein_0173,protein_0332,0.23333333333333334
protein_0173,protein_0333,0.21839080459770116
protein_0173,protein_0334,0.18681318681318682
protein_0173,protein_0335,0.11428571428571428
protein_0173,protein_0336,0.13793103448275862
protein_0173,protein_0337,0.3103448275862069
protein_0173,protein_0339,0.18681318681318682
protein_0173,protein_0340,0.1485148514851485
protein_0173,protein_0341,0.17647058823529413
protein_0173,protein_0342,0.1839080459770115
protein_0173,protein_0343,0.14942528735632185
protein_0173,protein_0344,0.3333333333333333
protein_0173,protein_0345,0.16091954022988506
protein_0173,protein_0346,0.16091954022988506
protein_0173,protein_0347,0.1839080459770115
protein_0173,protein_0348,0.15789473684210525
protein_0173,protein_0349,0.11214953271028037
protein_0173,protein_0350,0.3333333333333333
protein_0173,protein_0351,0.3448275862068966
protein_0173,protein_0353,0.14655172413793102
protein_0173,protein_0354,0.2413793103448276
protein_0173,protein_0355,0.2988505747126437
protein_0173,protein_0356,0.1839080459770115
protein_0173,protein_0357,0.15
protein_0173,protein_0358,0.3333333333333333
protein_0173,protein_0359,0.08196721311475409
protein_0173,protein_0360,0.2988505747126437
protein_0173,protein_0361,0.11538461538461539
protein_0173,protein_0362,0.21649484536082475
protein_0173,protein_0363,0.21649484536082475
protein_0173,protein_0364,0.23711340206185566
protein_0173,protein_0365,0.22105263157894736
protein_0173,protein_0366,0.24210526315789474
protein_0173,protein_0367,0.1792452830188679
protein_0173,protein_0368,0.12087912087912088
protein_0173,protein_0370,0.3333333333333333
protein_0173,protein_0371,0.3218390804597701
protein_0173,protein_0372,0.09174311926605505
protein_0173,protein_0373,0.13
protein_0173,protein_0375,0.3448275862068966
protein_0173,protein_0376,0.17142857142857143
protein_0173,protein_0377,0.39080459770114945
protein_0173,protein_0378,0.1452991452991453
protein_0173,protein_0379,0.1650485436893204
protein_0173,protein_0380,0.1650485436893204
protein_0173,protein_0383,0.14942528735632185
protein_0173,protein_0384,0.367816091954023
protein_0173,protein_0385,0.1509433962264151
protein_0173,protein_0386,0.17142857142857143
protein_0173,protein_0387,0.13445378151260504
protein_0173,protein_0389,0.13793103448275862
protein_0173,protein_0390,0.3448275862068966
protein_0173,protein_0391,0.17582417582417584
protein_0173,protein_0392,0.4827586206896552
protein_0173,protein_0393,0.4835164835164835
protein_0173,protein_0395,0.16304347826086957
protein_0173,protein_0396,0.17796610169491525
protein_0173,protein_0397,0.37362637362637363
protein_0173,protein_0398,0.1592920353982301
protein_0173,protein_0399,0.3793103448275862
protein_0176,protein_0000,0.16853932584269662
protein_0176,protein_0001,0.23075014538767905
protein_0176,protein_0002,0.15476190476190477
protein_0176,protein_0003,0.17391304347826086
protein_0176,protein_0004,0.19540229885057472
protein_0176,protein_0006,0.17204301075268819
protein_0176,protein_0007,0.3003131454321095
protein_0176,protein_0008,0.1414141414141414
protein_0176,protein_0009,0.20689655172413793
protein_0176,protein_0010,0.14444444444444443
protein_0176,protein_0011,0.1839080459770115
protein_0176,protein_0012,0.1744186046511628
protein_0176,protein_0013,0.19718309859154928
protein_0176,protein_0014,0.13531165071487652
protein_0176,protein_0015,0.14423076923076922
protein_0176,protein_0016,0.1414141414141414
protein_0176,protein_0017,0.12403100775193798
protein_0176,protein_0018,0.16091954022988506
protein_0176,protein_0019,0.2904575783129992
protein_0176,protein_0020,0.14893617021276595
protein_0176,protein_0021,0.1411764705882353
protein_0176,protein_0023,0.14774635154332946
protein_0176,protein_0024,0.1282051282051282
protein_0176,protein_0026,0.10077519379844961
protein_0176,protein_0027,0.17857142857142855
protein_0176,protein_0028,0.1188118811881188
protein_0176,protein_0029,0.2642923546582398
protein_0176,protein_0032,0.17525773195876287
protein_0176,protein_0033,0.1839080459770115
protein_0176,protein_0034,0.19540229885057472
protein_0176,protein_0035,0.1717171717171717
protein_0176,protein_0036,0.28367290531469636
protein_0176,protein_0037,0.14552437853408728
protein_0176,protein_0038,0.14552437853408728
protein_0176,protein_0040,0.18840579710144928
protein_0176,protein_0041,0.19540229885057472
protein_0176,protein_0042,0.16666666666666666
protein_0176,protein_0043,0.15625
protein_0176,protein_0044,0.15384615384615385
protein_0176,protein_0047,0.17045454545454544
protein_0176,protein_0048,0.1595744680851064
protein_0176,protein_0049,0.16304347826086957
protein_0176,protein_0050,0.1717171717171717
protein_0176,protein_0051,0.3282991264748164
protein_0176,protein_0052,0.20454545454545456
protein_0176,protein_0053,0.14444444444444443
protein_0176,protein_0054,0.16101694915254236
protein_0176,protein_0056,0.12631975867269984
protein_0176,protein_0057,0.29608412643001464
protein_0176,protein_0058,0.1780821917808219
protein_0176,protein_0059,0.2087912087912088
protein_0176,protein_0060,0.14689754689754692
protein_0176,protein_0061,0.14772727272727273
protein_0176,protein_0062,0.15217391304347827
protein_0176,protein_0063,0.09389671361502347
protein_0176,protein_0064,0.20689655172413793
protein_0176,protein_0065,0.13131313131313133
protein_0176,protein_0066,0.17
protein_0176,protein_0067,0.15730337078651685
protein_0176,protein_0068,0.18888888888888888
protein_0176,protein_0069,0.16091954022988506
protein_0176,protein_0071,0.1956521739130435
protein_0176,protein_0072,0.30082557427252676
protein_0176,protein_0074,0.16091954022988506
protein_0176,protein_0075,0.1331790448138018
protein_0176,protein_0077,0.17045454545454544
protein_0176,protein_0079,0.1509433962264151
protein_0176,protein_0080,0.12643678160919541
protein_0176,protein_0081,0.14444444444444443
protein_0176,protein_0083,0.15217391304347827
protein_0176,protein_0084,0.16012596899224807
protein_0176,protein_0085,0.17
protein_0176,protein_0086,0.18
protein_0176,protein_0087,0.3034041841513106
protein_0176,protein_0088,0.13793103448275862
protein_0176,protein_0089,0.1398046398046398
protein_0176,protein_0090,0.13229813664596274
protein_0176,protein_0091,0.14912280701754385
protein_0176,protein_0092,0.14912280701754385
protein_0176,protein_0093,0.1566265060240964
protein_0176,protein_0094,0.14035087719298245
protein_0176,protein_0095,0.1327479338842975
protein_0176,protein_0096,0.1320754716981132
protein_0176,protein_0097,0.20224719101123595
protein_0176,protein_0098,0.17045454545454544
protein_0176,protein_0099,0.1487692458566245
protein_0176,protein_0100,0.27393838966731165
protein_0176,protein_0102,0.16091954022988506
protein_0176,protein_0103,0.16304347826086957
protein_0176,protein_0104,0.15384615384615385
protein_0176,protein_0105,0.19444444444444445
protein_0176,protein_0106,0.14769975786924938
protein_0176,protein_0107,0.16091954022988506
protein_0176,protein_0108,0.18823529411764706
protein_0176,protein_0109,0.2518912024338745
protein_0176,protein_0110,0.18478260869565216
protein_0176,protein_0111,0.17204301075268819
protein_0176,protein_0112,0.17
protein_0176,protein_0113,0.1724137931034483
protein_0176,protein_0114,0.18181818181818182
protein_0176,protein_0115,0.16666666666666666
protein_0176,protein_0116,0.12327586206896551
protein_0176,protein_0117,0.12327586206896551
protein_0176,protein_0118,0.3039459089832224
