query_protein,train_protein,similarity_score
protein_0188,protein_0139,0.23738923512630408
protein_0188,protein_0140,0.19540229885057472
protein_0188,protein_0141,0.13594566353187043
protein_0188,protein_0142,0.16279069767441862
protein_0188,protein_0143,0.1839080459770115
protein_0188,protein_0144,0.1590909090909091
protein_0188,protein_0145,0.2990389878055962
protein_0188,protein_0146,0.16455696202531644
protein_0188,protein_0147,0.16091954022988506
protein_0188,protein_0148,0.15555555555555556
protein_0188,protein_0150,0.14942528735632185
protein_0188,protein_0152,0.30005224029858335
protein_0188,protein_0153,0.1438629997453527
protein_0188,protein_0154,0.1534837885853875
protein_0188,protein_0155,0.1092436974789916
protein_0188,protein_0156,0.14018691588785046
protein_0188,protein_0157,0.13953488372093023
protein_0188,protein_0158,0.3868114643976713
protein_0188,protein_0159,0.1724137931034483
protein_0188,protein_0161,0.1271186440677966
protein_0188,protein_0162,0.2073170731707317
protein_0188,protein_0163,0.17142857142857143
protein_0188,protein_0164,0.1839080459770115
protein_0188,protein_0165,0.42688345582241544
protein_0188,protein_0166,0.1724137931034483
protein_0188,protein_0167,0.1325971177944862
protein_0188,protein_0168,0.1204944178628389
protein_0188,protein_0170,0.21348314606741572
protein_0188,protein_0171,0.14942528735632185
protein_0188,protein_0172,0.1322314049586777
protein_0188,protein_0173,0.17582417582417584
protein_0188,protein_0175,0.16091954022988506
protein_0188,protein_0176,0.24218454731790579
protein_0188,protein_0177,0.36377447132977386
protein_0188,protein_0178,0.1391304347826087
protein_0188,protein_0179,0.14912280701754385
protein_0188,protein_0180,0.1797752808988764
protein_0188,protein_0181,0.16091954022988506
protein_0188,protein_0182,0.14606741573033707
protein_0188,protein_0183,0.18181818181818182
protein_0188,protein_0184,0.16091954022988506
protein_0188,protein_0185,0.16279069767441862
protein_0188,protein_0186,0.15151515151515152
protein_0188,protein_0190,0.16853932584269662
protein_0188,protein_0192,0.20481927710843373
protein_0188,protein_0193,0.14285714285714285
protein_0188,protein_0194,0.14130434782608695
protein_0188,protein_0195,0.1724137931034483
protein_0188,protein_0196,0.18181818181818182
protein_0188,protein_0197,0.1744186046511628
protein_0188,protein_0198,0.2087912087912088
protein_0188,protein_0199,0.15555555555555556
protein_0188,protein_0200,0.1935483870967742
protein_0188,protein_0201,0.1941747572815534
protein_0188,protein_0202,0.1724137931034483
protein_0188,protein_0203,0.12605042016806722
protein_0188,protein_0204,0.32653890577428807
protein_0188,protein_0205,0.0995260663507109
protein_0188,protein_0206,0.1590909090909091
protein_0188,protein_0207,0.14516129032258066
protein_0188,protein_0208,0.14037827520388685
protein_0188,protein_0209,0.15384615384615385
protein_0188,protein_0210,0.1839080459770115
protein_0188,protein_0211,0.15865782932891467
protein_0188,protein_0212,0.1917808219178082
protein_0188,protein_0213,0.1724137931034483
protein_0188,protein_0215,0.18292682926829268
protein_0188,protein_0216,0.1782178217821782
protein_0188,protein_0217,0.15476190476190477
protein_0188,protein_0218,0.13385826771653545
protein_0188,protein_0219,0.13333333333333333
protein_0188,protein_0220,0.1724137931034483
protein_0188,protein_0221,0.19117647058823528
protein_0188,protein_0222,0.16279069767441862
protein_0188,protein_0223,0.19736842105263158
protein_0188,protein_0224,0.28068883843685993
protein_0188,protein_0225,0.1686746987951807
protein_0188,protein_0226,0.14444444444444443
protein_0188,protein_0227,0.2
protein_0188,protein_0228,0.15384615384615385
protein_0188,protein_0229,0.17073170731707318
protein_0188,protein_0230,0.1797752808988764
protein_0188,protein_0231,0.17045454545454544
protein_0188,protein_0232,0.33795705346887306
protein_0188,protein_0233,0.1417910447761194
protein_0188,protein_0234,0.18627450980392157
protein_0188,protein_0236,0.1425287356321839
protein_0188,protein_0237,0.1425287356321839
protein_0188,protein_0238,0.12781954887218044
protein_0188,protein_0239,0.18085106382978725
protein_0188,protein_0240,0.20212765957446807
protein_0188,protein_0241,0.1724137931034483
protein_0188,protein_0242,0.38205577946957253
protein_0188,protein_0244,0.17515870364183095
protein_0188,protein_0245,0.1374231032125769
protein_0188,protein_0246,0.17708333333333334
protein_0188,protein_0247,0.130868196131354
protein_0188,protein_0248,0.16091954022988506
protein_0188,protein_0249,0.1724137931034483
protein_0188,protein_0250,0.14932432432432433
protein_0188,protein_0251,0.15463917525773196
protein_0188,protein_0253,0.1565217391304348
protein_0188,protein_0254,0.18903318903318903
protein_0188,protein_0255,0.11235955056179775
protein_0188,protein_0256,0.15151515151515152
protein_0188,protein_0258,0.20930232558139536
protein_0188,protein_0259,0.2752070219263754
protein_0188,protein_0260,0.2752070219263754
protein_0188,protein_0261,0.14705882352941177
protein_0188,protein_0262,0.14074074074074075
protein_0188,protein_0263,0.1323529411764706
protein_0188,protein_0264,0.1724137931034483
protein_0188,protein_0265,0.1724137931034483
protein_0188,protein_0266,0.15541795665634675
protein_0188,protein_0267,0.1839080459770115
protein_0188,protein_0268,0.15853658536585366
protein_0188,protein_0269,0.1206896551724138
protein_0188,protein_0271,0.37830075079261805
protein_0188,protein_0272,0.15155677655677657
protein_0188,protein_0273,0.14606227106227107
protein_0188,protein_0274,0.1702127659574468
protein_0188,protein_0275,0.16
protein_0188,protein_0277,0.2609947308569003
protein_0188,protein_0278,0.14130434782608695
protein_0188,protein_0279,0.17647058823529413
protein_0188,protein_0280,0.2
protein_0188,protein_0281,0.12280701754385964
protein_0188,protein_0282,0.2
protein_0188,protein_0283,0.10550458715596331
protein_0188,protein_0284,0.13834900731452454
protein_0188,protein_0285,0.13978494623655913
protein_0188,protein_0286,0.2803827949317468
protein_0188,protein_0287,0.15454545454545454
protein_0188,protein_0288,0.18518518518518517
protein_0188,protein_0289,0.16774774774774776
protein_0188,protein_0290,0.1568627450980392
protein_0188,protein_0291,0.14672897196261683
protein_0188,protein_0292,0.2937978365610059
protein_0188,protein_0294,0.14672897196261683
protein_0188,protein_0295,0.2769556585787683
protein_0188,protein_0296,0.15789473684210525
protein_0188,protein_0297,0.3019113542382707
protein_0188,protein_0298,0.35629859746904835
protein_0188,protein_0299,0.12456723445506163
protein_0188,protein_0300,0.14093406593406593
protein_0188,protein_0301,0.14000814000814
protein_0188,protein_0302,0.10091743119266056
protein_0188,protein_0303,0.17567567567567569
protein_0188,protein_0304,0.18576693576693576
protein_0188,protein_0305,0.15546012097736236
protein_0188,protein_0306,0.1623931623931624
protein_0188,protein_0307,0.1440677966101695
protein_0188,protein_0309,0.151111944027986
protein_0188,protein_0310,0.1414141414141414
protein_0188,protein_0311,0.13793103448275862
protein_0188,protein_0312,0.15384615384615385
protein_0188,protein_0314,0.14
protein_0188,protein_0315,0.1391304347826087
protein_0188,protein_0316,0.40997711101159373
protein_0188,protein_0317,0.18
protein_0188,protein_0318,0.11607142857142858
protein_0188,protein_0319,0.16091954022988506
protein_0188,protein_0320,0.19540229885057472
protein_0188,protein_0321,0.14606741573033707
protein_0188,protein_0322,0.1686746987951807
protein_0188,protein_0323,0.17777777777777778
protein_0188,protein_0324,0.1891891891891892
protein_0188,protein_0325,0.13977879481311975
protein_0188,protein_0326,0.14102564102564102
protein_0188,protein_0327,0.1956521739130435
protein_0188,protein_0328,0.14285714285714285
protein_0188,protein_0329,0.14285714285714285
protein_0188,protein_0331,0.2735219822154267
protein_0188,protein_0332,0.15947712418300652
protein_0188,protein_0333,0.149313692668229
protein_0188,protein_0334,0.13333333333333333
protein_0188,protein_0335,0.17475728155339806
protein_0188,protein_0336,0.4268636717184811
protein_0188,protein_0337,0.13889558717144923
protein_0188,protein_0338,0.1839080459770115
protein_0188,protein_0339,0.34898038404043386
protein_0188,protein_0340,0.1568627450980392
protein_0188,protein_0341,0.15384615384615385
protein_0188,protein_0342,0.17333333333333334
protein_0188,protein_0345,0.1556122448979592
protein_0188,protein_0346,0.1556122448979592
protein_0188,protein_0347,0.34950633433244505
protein_0188,protein_0349,0.1588785046728972
protein_0188,protein_0350,0.1724137931034483
protein_0188,protein_0351,0.21839080459770116
protein_0188,protein_0352,0.3573659692316166
protein_0188,protein_0353,0.12182395644283121
protein_0188,protein_0354,0.20224719101123595
protein_0188,protein_0355,0.1552211182544321
protein_0188,protein_0356,0.40831531934980214
protein_0188,protein_0357,0.14166666666666666
protein_0188,protein_0358,0.17045454545454544
protein_0188,protein_0360,0.19540229885057472
protein_0188,protein_0361,0.1282051282051282
protein_0188,protein_0362,0.16091954022988506
protein_0188,protein_0363,0.16091954022988506
protein_0188,protein_0364,0.17045454545454544
protein_0188,protein_0365,0.16470588235294117
protein_0188,protein_0366,0.17647058823529413
protein_0188,protein_0367,0.1717171717171717
protein_0188,protein_0368,0.2073170731707317
protein_0188,protein_0369,0.1625
protein_0188,protein_0370,0.1797752808988764
protein_0188,protein_0371,0.17525773195876287
protein_0188,protein_0373,0.19
protein_0188,protein_0374,0.15
protein_0188,protein_0375,0.16091954022988506
protein_0188,protein_0376,0.14
protein_0188,protein_0377,0.16091954022988506
protein_0188,protein_0378,0.1651376146788991
protein_0188,protein_0379,0.13124315818281335
protein_0188,protein_0380,0.13124315818281335
protein_0188,protein_0381,0.13124315818281335
protein_0188,protein_0382,0.14964633068081346
protein_0188,protein_0383,0.29887204817155616
protein_0188,protein_0384,0.2222222222222222
protein_0188,protein_0385,0.18181818181818182
protein_0188,protein_0386,0.18446601941747573
protein_0188,protein_0387,0.14583333333333334
protein_0188,protein_0388,0.4020994057200954
protein_0188,protein_0389,0.24050632911392406
protein_0188,protein_0390,0.1724137931034483
protein_0188,protein_0391,0.14606741573033707
protein_0188,protein_0392,0.18085106382978725
protein_0188,protein_0393,0.18085106382978725
protein_0188,protein_0394,0.14035087719298245
protein_0188,protein_0395,0.14583333333333334
protein_0188,protein_0396,0.1271186440677966
protein_0188,protein_0398,0.1302899538193656
protein_0189,protein_0000,0.3103448275862069
protein_0189,protein_0001,0.13333333333333333
protein_0189,protein_0002,0.18947368421052632
protein_0189,protein_0003,0.3333333333333333
protein_0189,protein_0004,0.3333333333333333
protein_0189,protein_0005,0.10227272727272728
protein_0189,protein_0006,0.3409090909090909
protein_0189,protein_0007,0.16853932584269662
protein_0189,protein_0008,0.1717171717171717
protein_0189,protein_0009,0.22988505747126436
protein_0189,protein_0010,0.3218390804597701
protein_0189,protein_0011,0.3258426966292135
protein_0189,protein_0012,0.367816091954023
protein_0189,protein_0013,0.13186813186813187
protein_0189,protein_0014,0.19444444444444445
protein_0189,protein_0015,0.18269230769230768
protein_0189,protein_0016,0.20202020202020202
protein_0189,protein_0017,0.1640625
protein_0189,protein_0018,0.3448275862068966
protein_0189,protein_0019,0.17045454545454544
protein_0189,protein_0022,0.10101010101010101
protein_0189,protein_0023,0.15151515151515152
protein_0189,protein_0024,0.11016949152542373
protein_0189,protein_0025,0.3333333333333333
protein_0189,protein_0026,0.15503875968992248
protein_0189,protein_0027,0.18681318681318682
protein_0189,protein_0028,0.1415929203539823
protein_0189,protein_0029,0.2222222222222222
protein_0189,protein_0030,0.14634146341463414
protein_0189,protein_0031,0.17757009345794392
protein_0189,protein_0032,0.3563218390804598
protein_0189,protein_0033,0.2967032967032967
protein_0189,protein_0034,0.3333333333333333
protein_0189,protein_0035,0.1553398058252427
protein_0189,protein_0036,0.15555555555555556
protein_0189,protein_0037,0.21839080459770116
protein_0189,protein_0038,0.21839080459770116
protein_0189,protein_0039,0.22988505747126436
protein_0189,protein_0040,0.09195402298850575
protein_0189,protein_0041,0.3218390804597701
protein_0189,protein_0042,0.19101123595505617
protein_0189,protein_0043,0.22988505747126436
protein_0189,protein_0044,0.23595505617977527
protein_0189,protein_0045,0.39080459770114945
protein_0189,protein_0046,0.1724137931034483
protein_0189,protein_0047,0.28735632183908044
protein_0189,protein_0049,0.28735632183908044
protein_0189,protein_0051,0.18085106382978725
protein_0189,protein_0052,0.3218390804597701
protein_0189,protein_0053,0.2988505747126437
protein_0189,protein_0055,0.13333333333333333
protein_0189,protein_0056,0.11428571428571428
protein_0189,protein_0057,0.15730337078651685
protein_0189,protein_0059,0.26666666666666666
protein_0189,protein_0060,0.14
protein_0189,protein_0061,0.2087912087912088
protein_0189,protein_0062,0.3218390804597701
protein_0189,protein_0063,0.0892018779342723
protein_0189,protein_0064,0.2696629213483146
protein_0189,protein_0065,0.16666666666666666
protein_0189,protein_0066,0.11214953271028037
protein_0189,protein_0067,0.3218390804597701
protein_0189,protein_0068,0.24719101123595505
protein_0189,protein_0069,0.3103448275862069
protein_0189,protein_0070,0.2087912087912088
protein_0189,protein_0072,0.20689655172413793
protein_0189,protein_0073,0.25287356321839083
protein_0189,protein_0074,0.19
protein_0189,protein_0075,0.16666666666666666
protein_0189,protein_0076,0.16091954022988506
protein_0189,protein_0077,0.3333333333333333
protein_0189,protein_0078,0.14285714285714285
protein_0189,protein_0079,0.14285714285714285
protein_0189,protein_0080,0.36363636363636365
protein_0189,protein_0081,0.3333333333333333
protein_0189,protein_0082,0.15
protein_0189,protein_0083,0.32954545454545453
protein_0189,protein_0084,0.26436781609195403
protein_0189,protein_0085,0.16666666666666666
protein_0189,protein_0086,0.15
protein_0189,protein_0088,0.3563218390804598
protein_0189,protein_0089,0.14782608695652175
protein_0189,protein_0090,0.14782608695652175
protein_0189,protein_0091,0.17094017094017094
protein_0189,protein_0092,0.17094017094017094
protein_0189,protein_0093,0.36363636363636365
protein_0189,protein_0094,0.1391304347826087
protein_0189,protein_0095,0.17391304347826086
protein_0189,protein_0096,0.1308411214953271
protein_0189,protein_0097,0.2840909090909091
protein_0189,protein_0098,0.4367816091954023
protein_0189,protein_0100,0.18888888888888888
protein_0189,protein_0101,0.26436781609195403
protein_0189,protein_0103,0.26436781609195403
protein_0189,protein_0104,0.16535433070866143
protein_0189,protein_0105,0.10526315789473684
protein_0189,protein_0107,0.39080459770114945
protein_0189,protein_0108,0.26436781609195403
protein_0189,protein_0109,0.15384615384615385
protein_0189,protein_0110,0.3218390804597701
protein_0189,protein_0111,0.29545454545454547
protein_0189,protein_0112,0.14545454545454545
protein_0189,protein_0113,0.34444444444444444
protein_0189,protein_0114,0.3333333333333333
protein_0189,protein_0115,0.25842696629213485
protein_0189,protein_0116,0.1864406779661017
protein_0189,protein_0117,0.1864406779661017
protein_0189,protein_0118,0.1724137931034483
protein_0189,protein_0119,0.14
protein_0189,protein_0120,0.3103448275862069
protein_0189,protein_0122,0.21839080459770116
protein_0189,protein_0123,0.16129032258064516
protein_0189,protein_0124,0.3103448275862069
protein_0189,protein_0125,0.15306122448979592
protein_0189,protein_0126,0.20202020202020202
protein_0189,protein_0127,0.39080459770114945
protein_0189,protein_0128,0.3218390804597701
protein_0189,protein_0129,0.20689655172413793
protein_0189,protein_0131,0.14606741573033707
protein_0189,protein_0132,0.2545454545454545
protein_0189,protein_0133,0.2545454545454545
protein_0189,protein_0134,0.40217391304347827
protein_0189,protein_0135,0.25287356321839083
protein_0189,protein_0136,0.13445378151260504
protein_0189,protein_0137,0.11666666666666667
protein_0189,protein_0138,0.11666666666666667
protein_0189,protein_0139,0.15730337078651685
protein_0189,protein_0140,0.32954545454545453
protein_0189,protein_0141,0.25
protein_0189,protein_0142,0.3333333333333333
protein_0189,protein_0143,0.27586206896551724
protein_0189,protein_0144,0.29545454545454547
protein_0189,protein_0145,0.1590909090909091
protein_0189,protein_0146,0.11363636363636363
protein_0189,protein_0147,0.3563218390804598
protein_0189,protein_0148,0.3103448275862069
protein_0189,protein_0150,0.4
protein_0189,protein_0152,0.1827956989247312
protein_0189,protein_0153,0.20224719101123595
protein_0189,protein_0154,0.1956521739130435
protein_0189,protein_0155,0.15384615384615385
protein_0189,protein_0156,0.12280701754385964
protein_0189,protein_0157,0.14285714285714285
protein_0189,protein_0158,0.1702127659574468
protein_0189,protein_0159,0.7126436781609196
protein_0189,protein_0161,0.15748031496062992
protein_0189,protein_0162,0.32954545454545453
protein_0189,protein_0163,0.10891089108910891
protein_0189,protein_0164,0.29213483146067415
protein_0189,protein_0165,0.18478260869565216
protein_0189,protein_0166,0.3111111111111111
protein_0189,protein_0167,0.1440677966101695
protein_0189,protein_0168,0.1504424778761062
protein_0189,protein_0170,0.3103448275862069
protein_0189,protein_0171,0.23595505617977527
protein_0189,protein_0172,0.15966386554621848
protein_0189,protein_0173,0.3218390804597701
protein_0189,protein_0175,0.32954545454545453
protein_0189,protein_0176,0.18681318681318682
protein_0189,protein_0177,0.19540229885057472
protein_0189,protein_0178,0.168141592920354
protein_0189,protein_0179,0.1896551724137931
protein_0189,protein_0180,0.26436781609195403
protein_0189,protein_0181,0.3218390804597701
protein_0189,protein_0182,0.3103448275862069
protein_0189,protein_0183,0.16346153846153846
protein_0189,protein_0184,0.34444444444444444
protein_0189,protein_0185,0.19101123595505617
protein_0189,protein_0186,0.1941747572815534
protein_0189,protein_0190,0.38636363636363635
protein_0189,protein_0192,0.3103448275862069
protein_0189,protein_0193,0.3563218390804598
protein_0189,protein_0194,0.2
protein_0189,protein_0195,0.3181818181818182
protein_0189,protein_0196,0.3409090909090909
protein_0189,protein_0197,0.3707865168539326
protein_0189,protein_0198,0.3563218390804598
protein_0189,protein_0199,0.2717391304347826
protein_0189,protein_0200,0.2826086956521739
protein_0189,protein_0201,0.11
protein_0189,protein_0202,0.2988505747126437
protein_0189,protein_0203,0.15
protein_0189,protein_0204,0.2247191011235955
protein_0189,protein_0205,0.0947867298578199
protein_0189,protein_0206,0.3707865168539326
protein_0189,protein_0207,0.12396694214876033
protein_0189,protein_0208,0.14166666666666666
protein_0189,protein_0209,0.21839080459770116
protein_0189,protein_0210,0.27586206896551724
protein_0189,protein_0211,0.1348314606741573
protein_0189,protein_0212,0.12359550561797752
protein_0189,protein_0213,0.40229885057471265
protein_0189,protein_0215,0.17525773195876287
protein_0189,protein_0216,0.1485148514851485
protein_0189,protein_0217,0.12745098039215685
protein_0189,protein_0218,0.14925373134328357
protein_0189,protein_0219,0.14049586776859505
protein_0189,protein_0220,0.27586206896551724
protein_0189,protein_0221,0.1724137931034483
protein_0189,protein_0222,0.28735632183908044
protein_0189,protein_0223,0.10344827586206896
protein_0189,protein_0224,0.125
protein_0189,protein_0225,0.17647058823529413
protein_0189,protein_0226,0.1827956989247312
protein_0189,protein_0227,0.14772727272727273
protein_0189,protein_0228,0.2127659574468085
protein_0189,protein_0229,0.14444444444444443
protein_0189,protein_0230,0.20202020202020202
protein_0189,protein_0231,0.367816091954023
protein_0189,protein_0232,0.1797752808988764
protein_0189,protein_0233,0.15
protein_0189,protein_0234,0.16346153846153846
protein_0189,protein_0236,0.3218390804597701
protein_0189,protein_0237,0.3218390804597701
protein_0189,protein_0238,0.16030534351145037
protein_0189,protein_0239,0.3218390804597701
protein_0189,protein_0240,0.3258426966292135
protein_0189,protein_0241,0.2988505747126437
protein_0189,protein_0242,0.15730337078651685
protein_0189,protein_0244,0.15053763440860216
protein_0189,protein_0245,0.14285714285714285
protein_0189,protein_0246,0.1568627450980392
protein_0189,protein_0247,0.17582417582417584
protein_0189,protein_0248,0.28735632183908044
protein_0189,protein_0249,0.3448275862068966
protein_0189,protein_0250,0.19791666666666666
protein_0189,protein_0251,0.17708333333333334
protein_0189,protein_0253,0.1415929203539823
protein_0189,protein_0254,0.13333333333333333
protein_0189,protein_0255,0.13450292397660818
protein_0189,protein_0256,0.14018691588785046
protein_0189,protein_0258,0.3333333333333333
protein_0189,protein_0259,0.18085106382978725
protein_0189,protein_0260,0.18085106382978725
protein_0189,protein_0261,0.18627450980392157
protein_0189,protein_0262,0.12408759124087591
protein_0189,protein_0263,0.14705882352941177
protein_0189,protein_0264,0.39080459770114945
protein_0189,protein_0265,0.39080459770114945
protein_0189,protein_0266,0.16129032258064516
protein_0189,protein_0267,0.1595744680851064
protein_0189,protein_0268,0.14130434782608695
protein_0189,protein_0269,0.1452991452991453
protein_0189,protein_0271,0.16483516483516483
protein_0189,protein_0272,0.3333333333333333
protein_0189,protein_0273,0.3448275862068966
protein_0189,protein_0274,0.26373626373626374
protein_0189,protein_0275,0.11764705882352941
protein_0189,protein_0277,0.1590909090909091
protein_0189,protein_0278,0.24444444444444444
protein_0189,protein_0279,0.2696629213483146
protein_0189,protein_0280,0.2696629213483146
protein_0189,protein_0281,0.12389380530973451
protein_0189,protein_0282,0.14606741573033707
protein_0189,protein_0283,0.10407239819004525
protein_0189,protein_0284,0.25287356321839083
protein_0189,protein_0285,0.3448275862068966
protein_0189,protein_0286,0.2111111111111111
protein_0189,protein_0287,0.21428571428571427
protein_0189,protein_0288,0.3146067415730337
protein_0189,protein_0289,0.1368421052631579
protein_0189,protein_0290,0.13592233009708737
protein_0189,protein_0291,0.20689655172413793
protein_0189,protein_0292,0.1839080459770115
protein_0189,protein_0294,0.20689655172413793
protein_0189,protein_0295,0.23333333333333334
protein_0189,protein_0296,0.13675213675213677
protein_0189,protein_0297,0.1724137931034483
protein_0189,protein_0298,0.1956521739130435
protein_0189,protein_0299,0.1717171717171717
protein_0189,protein_0300,0.14563106796116504
protein_0189,protein_0301,0.14942528735632185
protein_0189,protein_0302,0.11926605504587157
protein_0189,protein_0303,0.2727272727272727
protein_0189,protein_0304,0.14736842105263157
protein_0189,protein_0305,0.13333333333333333
protein_0189,protein_0306,0.15
protein_0189,protein_0307,0.1322314049586777
protein_0189,protein_0309,0.12
protein_0189,protein_0310,0.19230769230769232
protein_0189,protein_0311,0.32954545454545453
protein_0189,protein_0312,0.3333333333333333
protein_0189,protein_0314,0.16831683168316833
protein_0189,protein_0315,0.10714285714285714
protein_0189,protein_0316,0.17391304347826086
protein_0189,protein_0317,0.17355371900826447
protein_0189,protein_0318,0.15254237288135594
protein_0189,protein_0319,0.3563218390804598
protein_0189,protein_0320,0.3218390804597701
protein_0189,protein_0321,0.2
protein_0189,protein_0322,0.25274725274725274
protein_0189,protein_0323,0.21839080459770116
protein_0189,protein_0324,0.2222222222222222
protein_0189,protein_0325,0.10810810810810811
protein_0189,protein_0326,0.2127659574468085
protein_0189,protein_0327,0.41379310344827586
protein_0189,protein_0328,0.12844036697247707
protein_0189,protein_0329,0.12844036697247707
protein_0189,protein_0331,0.2222222222222222
protein_0189,protein_0332,0.23333333333333334
protein_0189,protein_0333,0.25287356321839083
protein_0189,protein_0334,0.2111111111111111
protein_0189,protein_0335,0.14285714285714285
protein_0189,protein_0336,0.15555555555555556
protein_0189,protein_0337,0.2988505747126437
protein_0189,protein_0338,0.3068181818181818
protein_0189,protein_0339,0.20689655172413793
protein_0189,protein_0340,0.14705882352941177
protein_0189,protein_0341,0.18627450980392157
protein_0189,protein_0342,0.12643678160919541
protein_0189,protein_0345,0.17391304347826086
protein_0189,protein_0346,0.17391304347826086
protein_0189,protein_0347,0.1978021978021978
protein_0189,protein_0349,0.12
protein_0189,protein_0350,0.367816091954023
protein_0189,protein_0351,0.28735632183908044
protein_0189,protein_0352,0.16091954022988506
protein_0189,protein_0353,0.11206896551724138
protein_0189,protein_0354,0.21739130434782608
protein_0189,protein_0355,0.3146067415730337
protein_0189,protein_0356,0.15730337078651685
protein_0189,protein_0357,0.13821138211382114
protein_0189,protein_0358,0.367816091954023
protein_0189,protein_0360,0.3218390804597701
protein_0189,protein_0361,0.11864406779661017
protein_0189,protein_0362,0.23595505617977527
protein_0189,protein_0363,0.23595505617977527
protein_0189,protein_0364,0.24719101123595505
protein_0189,protein_0365,0.2777777777777778
protein_0189,protein_0366,0.25287356321839083
protein_0189,protein_0367,0.15841584158415842
protein_0189,protein_0368,0.14893617021276595
protein_0189,protein_0369,0.11235955056179775
protein_0189,protein_0370,0.3793103448275862
protein_0189,protein_0371,0.39080459770114945
protein_0189,protein_0373,0.14545454545454545
protein_0189,protein_0374,0.15126050420168066
protein_0189,protein_0375,0.4065934065934066
protein_0189,protein_0376,0.1346153846153846
protein_0189,protein_0377,0.2840909090909091
protein_0189,protein_0378,0.1282051282051282
protein_0189,protein_0379,0.1836734693877551
protein_0189,protein_0380,0.1836734693877551
protein_0189,protein_0381,0.1836734693877551
protein_0189,protein_0382,0.2413793103448276
protein_0189,protein_0383,0.16091954022988506
protein_0189,protein_0384,0.35555555555555557
protein_0189,protein_0385,0.18269230769230768
protein_0189,protein_0386,0.16161616161616163
protein_0189,protein_0387,0.18181818181818182
protein_0189,protein_0388,0.17777777777777778
protein_0189,protein_0389,0.13793103448275862
protein_0189,protein_0390,0.32967032967032966
protein_0189,protein_0391,0.16666666666666666
protein_0189,protein_0392,0.3103448275862069
protein_0189,protein_0393,0.3103448275862069
protein_0189,protein_0394,0.10526315789473684
protein_0189,protein_0395,0.23655913978494625
protein_0189,protein_0396,0.13157894736842105
protein_0189,protein_0398,0.13157894736842105
protein_0191,protein_0000,0.375
protein_0191,protein_0001,0.1839080459770115
protein_0191,protein_0002,0.18681318681318682
protein_0191,protein_0003,0.41379310344827586
protein_0191,protein_0004,0.5517241379310345
protein_0191,protein_0005,0.12903225806451613
protein_0191,protein_0006,0.2840909090909091
protein_0191,protein_0007,0.14772727272727273
protein_0191,protein_0008,0.18181818181818182
protein_0191,protein_0009,0.25287356321839083
protein_0191,protein_0010,0.26436781609195403
protein_0191,protein_0011,0.27586206896551724
protein_0191,protein_0012,0.3723404255319149
protein_0191,protein_0013,0.14942528735632185
protein_0191,protein_0014,0.17894736842105263
protein_0191,protein_0015,0.16666666666666666
protein_0191,protein_0016,0.1346153846153846
protein_0191,protein_0017,0.13138686131386862
protein_0191,protein_0018,0.42528735632183906
protein_0191,protein_0019,0.14942528735632185
protein_0191,protein_0022,0.19791666666666666
protein_0191,protein_0023,0.13793103448275862
protein_0191,protein_0024,0.128
protein_0191,protein_0025,0.35555555555555557
protein_0191,protein_0026,0.15492957746478872
protein_0191,protein_0027,0.19791666666666666
protein_0191,protein_0028,0.1388888888888889
protein_0191,protein_0029,0.16091954022988506
protein_0191,protein_0030,0.14285714285714285
protein_0191,protein_0031,0.16831683168316833
protein_0191,protein_0032,0.5747126436781609
protein_0191,protein_0033,0.3218390804597701
protein_0191,protein_0034,0.28735632183908044
protein_0191,protein_0035,0.1619047619047619
protein_0191,protein_0036,0.17045454545454544
protein_0191,protein_0037,0.27586206896551724
protein_0191,protein_0038,0.27586206896551724
protein_0191,protein_0039,0.25287356321839083
protein_0191,protein_0040,0.12087912087912088
protein_0191,protein_0041,0.5517241379310345
protein_0191,protein_0042,0.21839080459770116
protein_0191,protein_0043,0.2413793103448276
protein_0191,protein_0044,0.21839080459770116
protein_0191,protein_0045,0.39080459770114945
protein_0191,protein_0046,0.16666666666666666
protein_0191,protein_0047,0.25287356321839083
protein_0191,protein_0049,0.27586206896551724
protein_0191,protein_0051,0.14942528735632185
protein_0191,protein_0052,0.6666666666666666
protein_0191,protein_0053,0.35555555555555557
protein_0191,protein_0055,0.15079365079365079
protein_0191,protein_0056,0.14705882352941177
protein_0191,protein_0057,0.16666666666666666
protein_0191,protein_0059,0.25287356321839083
protein_0191,protein_0060,0.1717171717171717
protein_0191,protein_0061,0.2268041237113402
protein_0191,protein_0062,0.40229885057471265
protein_0191,protein_0063,0.11162790697674418
protein_0191,protein_0064,0.3563218390804598
protein_0191,protein_0065,0.1619047619047619
protein_0191,protein_0066,0.12962962962962962
protein_0191,protein_0067,0.27586206896551724
protein_0191,protein_0068,0.25
protein_0191,protein_0069,0.2988505747126437
protein_0191,protein_0070,0.21839080459770116
protein_0191,protein_0072,0.20689655172413793
protein_0191,protein_0073,0.2413793103448276
protein_0191,protein_0074,0.18947368421052632
protein_0191,protein_0075,0.15625
protein_0191,protein_0076,0.14942528735632185
protein_0191,protein_0077,0.39080459770114945
protein_0191,protein_0078,0.10891089108910891
protein_0191,protein_0079,0.10891089108910891
protein_0191,protein_0080,0.42528735632183906
protein_0191,protein_0081,0.42528735632183906
protein_0191,protein_0082,0.1320754716981132
protein_0191,protein_0083,0.29545454545454547
protein_0191,protein_0084,0.2696629213483146
protein_0191,protein_0085,0.16071428571428573
